,date,store_id,item_id,event_name_1,month,sell_price,wday,weekday,sales,prediction,AE,sales_prediction
47,2013-01-03,CA_4,FOODS_3_252,No_event,1,1.48,6,Thursday,6,,,6
48,2013-01-03,CA_3,FOODS_3_288,No_event,1,1.5,6,Thursday,0,,,0
49,2013-01-03,CA_4,FOODS_3_288,No_event,1,1.5,6,Thursday,0,,,0
50,2013-01-03,CA_3,FOODS_3_329,No_event,1,2.98,6,Thursday,54,,,54
51,2013-01-03,CA_4,FOODS_3_329,No_event,1,2.98,6,Thursday,5,,,5
52,2013-01-03,CA_3,FOODS_3_555,No_event,1,1.58,6,Thursday,37,,,37
53,2013-01-03,CA_4,FOODS_3_555,No_event,1,1.58,6,Thursday,9,,,9
54,2013-01-03,CA_3,FOODS_3_586,No_event,1,1.58,6,Thursday,65,,,65
55,2013-01-03,CA_4,FOODS_3_586,No_event,1,1.58,6,Thursday,20,,,20
56,2013-01-03,CA_3,FOODS_3_587,No_event,1,2.68,6,Thursday,19,,,19
57,2013-01-03,CA_4,FOODS_3_587,No_event,1,2.68,6,Thursday,10,,,10
58,2013-01-03,CA_3,FOODS_3_714,No_event,1,1.48,6,Thursday,24,,,24
59,2013-01-03,CA_4,FOODS_3_714,No_event,1,1.48,6,Thursday,11,,,11
60,2013-01-04,CA_3,FOODS_3_090,No_event,1,1.25,7,Friday,232,,,232
61,2013-01-04,CA_4,FOODS_3_090,No_event,1,1.25,7,Friday,52,,,52
62,2013-01-04,CA_3,FOODS_3_120,No_event,1,4.98,7,Friday,0,,,0
63,2013-01-04,CA_4,FOODS_3_120,No_event,1,4.98,7,Friday,0,,,0
64,2013-01-04,CA_3,FOODS_3_202,No_event,1,4.28,7,Friday,25,,,25
65,2013-01-04,CA_4,FOODS_3_202,No_event,1,4.28,7,Friday,5,,,5
66,2013-01-04,CA_3,FOODS_3_252,No_event,1,1.48,7,Friday,49,,,49
67,2013-01-04,CA_4,FOODS_3_252,No_event,1,1.48,7,Friday,17,,,17
68,2013-01-04,CA_3,FOODS_3_288,No_event,1,1.5,7,Friday,0,,,0
69,2013-01-04,CA_4,FOODS_3_288,No_event,1,1.5,7,Friday,0,,,0
70,2013-01-04,CA_3,FOODS_3_329,No_event,1,2.98,7,Friday,46,,,46
71,2013-01-04,CA_4,FOODS_3_329,No_event,1,2.98,7,Friday,4,,,4
72,2013-01-04,CA_3,FOODS_3_555,No_event,1,1.58,7,Friday,24,,,24
73,2013-01-04,CA_4,FOODS_3_555,No_event,1,1.58,7,Friday,9,,,9
74,2013-01-04,CA_3,FOODS_3_586,No_event,1,1.58,7,Friday,76,,,76
75,2013-01-04,CA_4,FOODS_3_586,No_event,1,1.58,7,Friday,20,,,20
76,2013-01-04,CA_3,FOODS_3_587,No_event,1,2.68,7,Friday,17,,,17
77,2013-01-04,CA_4,FOODS_3_587,No_event,1,2.68,7,Friday,10,,,10
78,2013-01-04,CA_3,FOODS_3_714,No_event,1,1.48,7,Friday,26,,,26
79,2013-01-04,CA_4,FOODS_3_714,No_event,1,1.48,7,Friday,5,,,5
80,2013-01-05,CA_3,FOODS_3_090,No_event,1,1.25,1,Saturday,301,,,301
81,2013-01-05,CA_4,FOODS_3_090,No_event,1,1.25,1,Saturday,43,,,43
82,2013-01-05,CA_3,FOODS_3_120,No_event,1,4.98,1,Saturday,0,,,0
83,2013-01-05,CA_4,FOODS_3_120,No_event,1,4.98,1,Saturday,0,,,0
84,2013-01-05,CA_3,FOODS_3_202,No_event,1,4.28,1,Saturday,28,,,28
85,2013-01-05,CA_4,FOODS_3_202,No_event,1,4.28,1,Saturday,5,,,5
86,2013-01-05,CA_3,FOODS_3_252,No_event,1,1.48,1,Saturday,34,,,34
87,2013-01-05,CA_4,FOODS_3_252,No_event,1,1.48,1,Saturday,8,,,8
88,2013-01-05,CA_3,FOODS_3_288,No_event,1,1.5,1,Saturday,0,,,0
89,2013-01-05,CA_4,FOODS_3_288,No_event,1,1.5,1,Saturday,0,,,0
90,2013-01-05,CA_3,FOODS_3_329,No_event,1,2.98,1,Saturday,63,,,63
91,2013-01-05,CA_4,FOODS_3_329,No_event,1,2.98,1,Saturday,7,,,7
92,2013-01-05,CA_3,FOODS_3_555,No_event,1,1.58,1,Saturday,34,,,34
93,2013-01-05,CA_4,FOODS_3_555,No_event,1,1.58,1,Saturday,1,,,1
94,2013-01-05,CA_3,FOODS_3_586,No_event,1,1.58,1,Saturday,84,,,84
95,2013-01-05,CA_4,FOODS_3_586,No_event,1,1.58,1,Saturday,12,,,12
96,2013-01-05,CA_3,FOODS_3_587,No_event,1,2.68,1,Saturday,105,,,105
97,2013-01-05,CA_4,FOODS_3_587,No_event,1,2.68,1,Saturday,9,,,9
98,2013-01-05,CA_3,FOODS_3_714,No_event,1,1.48,1,Saturday,21,,,21
99,2013-01-05,CA_4,FOODS_3_714,No_event,1,1.48,1,Saturday,9,,,9
100,2013-01-06,CA_3,FOODS_3_090,No_event,1,1.25,2,Sunday,270,,,270
101,2013-01-06,CA_4,FOODS_3_090,No_event,1,1.25,2,Sunday,48,,,48
102,2013-01-06,CA_3,FOODS_3_120,No_event,1,4.98,2,Sunday,0,,,0
103,2013-01-06,CA_4,FOODS_3_120,No_event,1,4.98,2,Sunday,0,,,0
104,2013-01-06,CA_3,FOODS_3_202,No_event,1,4.28,2,Sunday,29,,,29
105,2013-01-06,CA_4,FOODS_3_202,No_event,1,4.28,2,Sunday,6,,,6
106,2013-01-06,CA_3,FOODS_3_252,No_event,1,1.48,2,Sunday,28,,,28
107,2013-01-06,CA_4,FOODS_3_252,No_event,1,1.48,2,Sunday,7,,,7
108,2013-01-06,CA_3,FOODS_3_288,No_event,1,1.5,2,Sunday,0,,,0
109,2013-01-06,CA_4,FOODS_3_288,No_event,1,1.5,2,Sunday,0,,,0
110,2013-01-06,CA_3,FOODS_3_329,No_event,1,2.98,2,Sunday,66,,,66
111,2013-01-06,CA_4,FOODS_3_329,No_event,1,2.98,2,Sunday,10,,,10
112,2013-01-06,CA_3,FOODS_3_555,No_event,1,1.58,2,Sunday,34,,,34
113,2013-01-06,CA_4,FOODS_3_555,No_event,1,1.58,2,Sunday,2,,,2
114,2013-01-06,CA_3,FOODS_3_586,No_event,1,1.58,2,Sunday,82,,,82
115,2013-01-06,CA_4,FOODS_3_586,No_event,1,1.58,2,Sunday,18,,,18
116,2013-01-06,CA_3,FOODS_3_587,No_event,1,2.68,2,Sunday,114,,,114
117,2013-01-06,CA_4,FOODS_3_587,No_event,1,2.68,2,Sunday,7,,,7
118,2013-01-06,CA_3,FOODS_3_714,No_event,1,1.48,2,Sunday,21,,,21
119,2013-01-06,CA_4,FOODS_3_714,No_event,1,1.48,2,Sunday,8,,,8
120,2013-01-07,CA_3,FOODS_3_090,OrthodoxChristmas,1,1.25,3,Monday,188,,,188
121,2013-01-07,CA_4,FOODS_3_090,OrthodoxChristmas,1,1.25,3,Monday,30,,,30
122,2013-01-07,CA_3,FOODS_3_120,OrthodoxChristmas,1,4.98,3,Monday,0,,,0
123,2013-01-07,CA_4,FOODS_3_120,OrthodoxChristmas,1,4.98,3,Monday,0,,,0
124,2013-01-07,CA_3,FOODS_3_202,OrthodoxChristmas,1,4.28,3,Monday,28,,,28
125,2013-01-07,CA_4,FOODS_3_202,OrthodoxChristmas,1,4.28,3,Monday,8,,,8
126,2013-01-07,CA_3,FOODS_3_252,OrthodoxChristmas,1,1.48,3,Monday,22,,,22
127,2013-01-07,CA_4,FOODS_3_252,OrthodoxChristmas,1,1.48,3,Monday,11,,,11
128,2013-01-07,CA_3,FOODS_3_288,OrthodoxChristmas,1,1.5,3,Monday,0,,,0
129,2013-01-07,CA_4,FOODS_3_288,OrthodoxChristmas,1,1.5,3,Monday,0,,,0
130,2013-01-07,CA_3,FOODS_3_329,OrthodoxChristmas,1,2.98,3,Monday,63,,,63
131,2013-01-07,CA_4,FOODS_3_329,OrthodoxChristmas,1,2.98,3,Monday,11,,,11
132,2013-01-07,CA_3,FOODS_3_555,OrthodoxChristmas,1,1.58,3,Monday,24,,,24
133,2013-01-07,CA_4,FOODS_3_555,OrthodoxChristmas,1,1.58,3,Monday,6,,,6
134,2013-01-07,CA_3,FOODS_3_586,OrthodoxChristmas,1,1.58,3,Monday,67,,,67
135,2013-01-07,CA_4,FOODS_3_586,OrthodoxChristmas,1,1.58,3,Monday,14,,,14
136,2013-01-07,CA_3,FOODS_3_587,OrthodoxChristmas,1,2.68,3,Monday,64,,,64
137,2013-01-07,CA_4,FOODS_3_587,OrthodoxChristmas,1,2.68,3,Monday,17,,,17
138,2013-01-07,CA_3,FOODS_3_714,OrthodoxChristmas,1,1.48,3,Monday,16,,,16
139,2013-01-07,CA_4,FOODS_3_714,OrthodoxChristmas,1,1.48,3,Monday,3,,,3
140,2013-01-08,CA_3,FOODS_3_090,No_event,1,1.25,4,Tuesday,215,,,215
141,2013-01-08,CA_4,FOODS_3_090,No_event,1,1.25,4,Tuesday,29,,,29
142,2013-01-08,CA_3,FOODS_3_120,No_event,1,4.98,4,Tuesday,0,,,0
143,2013-01-08,CA_4,FOODS_3_120,No_event,1,4.98,4,Tuesday,0,,,0
144,2013-01-08,CA_3,FOODS_3_202,No_event,1,4.28,4,Tuesday,26,,,26
145,2013-01-08,CA_4,FOODS_3_202,No_event,1,4.28,4,Tuesday,4,,,4
146,2013-01-08,CA_3,FOODS_3_252,No_event,1,1.48,4,Tuesday,23,,,23
147,2013-01-08,CA_4,FOODS_3_252,No_event,1,1.48,4,Tuesday,9,,,9
148,2013-01-08,CA_3,FOODS_3_288,No_event,1,1.5,4,Tuesday,0,,,0
149,2013-01-08,CA_4,FOODS_3_288,No_event,1,1.5,4,Tuesday,0,,,0
150,2013-01-08,CA_3,FOODS_3_329,No_event,1,2.98,4,Tuesday,55,,,55
151,2013-01-08,CA_4,FOODS_3_329,No_event,1,2.98,4,Tuesday,6,,,6
152,2013-01-08,CA_3,FOODS_3_555,No_event,1,1.58,4,Tuesday,26,,,26
153,2013-01-08,CA_4,FOODS_3_555,No_event,1,1.58,4,Tuesday,6,,,6
154,2013-01-08,CA_3,FOODS_3_586,No_event,1,1.58,4,Tuesday,57,,,57
155,2013-01-08,CA_4,FOODS_3_586,No_event,1,1.58,4,Tuesday,15,,,15
156,2013-01-08,CA_3,FOODS_3_587,No_event,1,2.68,4,Tuesday,23,,,23
157,2013-01-08,CA_4,FOODS_3_587,No_event,1,2.68,4,Tuesday,9,,,9
158,2013-01-08,CA_3,FOODS_3_714,No_event,1,1.48,4,Tuesday,19,,,19
159,2013-01-08,CA_4,FOODS_3_714,No_event,1,1.48,4,Tuesday,4,,,4
160,2013-01-09,CA_3,FOODS_3_090,No_event,1,1.25,5,Wednesday,197,,,197
161,2013-01-09,CA_4,FOODS_3_090,No_event,1,1.25,5,Wednesday,19,,,19
162,2013-01-09,CA_3,FOODS_3_120,No_event,1,4.98,5,Wednesday,0,,,0
163,2013-01-09,CA_4,FOODS_3_120,No_event,1,4.98,5,Wednesday,0,,,0
164,2013-01-09,CA_3,FOODS_3_202,No_event,1,4.28,5,Wednesday,24,,,24
165,2013-01-09,CA_4,FOODS_3_202,No_event,1,4.28,5,Wednesday,10,,,10
166,2013-01-09,CA_3,FOODS_3_252,No_event,1,1.48,5,Wednesday,11,,,11
167,2013-01-09,CA_4,FOODS_3_252,No_event,1,1.48,5,Wednesday,8,,,8
168,2013-01-09,CA_3,FOODS_3_288,No_event,1,1.5,5,Wednesday,0,,,0
169,2013-01-09,CA_4,FOODS_3_288,No_event,1,1.5,5,Wednesday,0,,,0
170,2013-01-09,CA_3,FOODS_3_329,No_event,1,2.98,5,Wednesday,45,,,45
171,2013-01-09,CA_4,FOODS_3_329,No_event,1,2.98,5,Wednesday,8,,,8
172,2013-01-09,CA_3,FOODS_3_555,No_event,1,1.58,5,Wednesday,24,,,24
173,2013-01-09,CA_4,FOODS_3_555,No_event,1,1.58,5,Wednesday,4,,,4
174,2013-01-09,CA_3,FOODS_3_586,No_event,1,1.58,5,Wednesday,42,,,42
175,2013-01-09,CA_4,FOODS_3_586,No_event,1,1.58,5,Wednesday,10,,,10
176,2013-01-09,CA_3,FOODS_3_587,No_event,1,2.68,5,Wednesday,25,,,25
177,2013-01-09,CA_4,FOODS_3_587,No_event,1,2.68,5,Wednesday,19,,,19
178,2013-01-09,CA_3,FOODS_3_714,No_event,1,1.48,5,Wednesday,18,,,18
179,2013-01-09,CA_4,FOODS_3_714,No_event,1,1.48,5,Wednesday,2,,,2
180,2013-01-10,CA_3,FOODS_3_090,No_event,1,1.25,6,Thursday,245,,,245
181,2013-01-10,CA_4,FOODS_3_090,No_event,1,1.25,6,Thursday,22,,,22
182,2013-01-10,CA_3,FOODS_3_120,No_event,1,4.98,6,Thursday,0,,,0
183,2013-01-10,CA_4,FOODS_3_120,No_event,1,4.98,6,Thursday,0,,,0
184,2013-01-10,CA_3,FOODS_3_202,No_event,1,4.28,6,Thursday,25,,,25
185,2013-01-10,CA_4,FOODS_3_202,No_event,1,4.28,6,Thursday,8,,,8
186,2013-01-10,CA_3,FOODS_3_252,No_event,1,1.48,6,Thursday,19,,,19
187,2013-01-10,CA_4,FOODS_3_252,No_event,1,1.48,6,Thursday,13,,,13
188,2013-01-10,CA_3,FOODS_3_288,No_event,1,1.5,6,Thursday,0,,,0
189,2013-01-10,CA_4,FOODS_3_288,No_event,1,1.5,6,Thursday,0,,,0
190,2013-01-10,CA_3,FOODS_3_329,No_event,1,2.98,6,Thursday,50,,,50
191,2013-01-10,CA_4,FOODS_3_329,No_event,1,2.98,6,Thursday,10,,,10
192,2013-01-10,CA_3,FOODS_3_555,No_event,1,1.58,6,Thursday,19,,,19
193,2013-01-10,CA_4,FOODS_3_555,No_event,1,1.58,6,Thursday,4,,,4
194,2013-01-10,CA_3,FOODS_3_586,No_event,1,1.58,6,Thursday,56,,,56
195,2013-01-10,CA_4,FOODS_3_586,No_event,1,1.58,6,Thursday,18,,,18
196,2013-01-10,CA_3,FOODS_3_587,No_event,1,2.68,6,Thursday,11,,,11
197,2013-01-10,CA_4,FOODS_3_587,No_event,1,2.68,6,Thursday,13,,,13
198,2013-01-10,CA_3,FOODS_3_714,No_event,1,1.48,6,Thursday,12,,,12
199,2013-01-10,CA_4,FOODS_3_714,No_event,1,1.48,6,Thursday,3,,,3
200,2013-01-11,CA_3,FOODS_3_090,No_event,1,1.25,7,Friday,214,,,214
201,2013-01-11,CA_4,FOODS_3_090,No_event,1,1.25,7,Friday,23,,,23
202,2013-01-11,CA_3,FOODS_3_120,No_event,1,4.98,7,Friday,0,,,0
203,2013-01-11,CA_4,FOODS_3_120,No_event,1,4.98,7,Friday,0,,,0
204,2013-01-11,CA_3,FOODS_3_202,No_event,1,4.28,7,Friday,16,,,16
205,2013-01-11,CA_4,FOODS_3_202,No_event,1,4.28,7,Friday,1,,,1
206,2013-01-11,CA_3,FOODS_3_252,No_event,1,1.48,7,Friday,28,,,28
207,2013-01-11,CA_4,FOODS_3_252,No_event,1,1.48,7,Friday,7,,,7
208,2013-01-11,CA_3,FOODS_3_288,No_event,1,1.5,7,Friday,0,,,0
209,2013-01-11,CA_4,FOODS_3_288,No_event,1,1.5,7,Friday,0,,,0
210,2013-01-11,CA_3,FOODS_3_329,No_event,1,2.98,7,Friday,37,,,37
211,2013-01-11,CA_4,FOODS_3_329,No_event,1,2.98,7,Friday,6,,,6
212,2013-01-11,CA_3,FOODS_3_555,No_event,1,1.58,7,Friday,19,,,19
213,2013-01-11,CA_4,FOODS_3_555,No_event,1,1.58,7,Friday,4,,,4
214,2013-01-11,CA_3,FOODS_3_586,No_event,1,1.58,7,Friday,69,,,69
215,2013-01-11,CA_4,FOODS_3_586,No_event,1,1.58,7,Friday,14,,,14
216,2013-01-11,CA_3,FOODS_3_587,No_event,1,2.68,7,Friday,58,,,58
217,2013-01-11,CA_4,FOODS_3_587,No_event,1,2.68,7,Friday,13,,,13
218,2013-01-11,CA_3,FOODS_3_714,No_event,1,1.48,7,Friday,19,,,19
219,2013-01-11,CA_4,FOODS_3_714,No_event,1,1.48,7,Friday,9,,,9
220,2013-01-12,CA_3,FOODS_3_090,No_event,1,1.25,1,Saturday,351,,,351
221,2013-01-12,CA_4,FOODS_3_090,No_event,1,1.25,1,Saturday,73,,,73
222,2013-01-12,CA_3,FOODS_3_120,No_event,1,4.98,1,Saturday,0,,,0
223,2013-01-12,CA_4,FOODS_3_120,No_event,1,4.98,1,Saturday,0,,,0
224,2013-01-12,CA_3,FOODS_3_202,No_event,1,4.28,1,Saturday,35,,,35
225,2013-01-12,CA_4,FOODS_3_202,No_event,1,4.28,1,Saturday,5,,,5
226,2013-01-12,CA_3,FOODS_3_252,No_event,1,1.48,1,Saturday,36,,,36
227,2013-01-12,CA_4,FOODS_3_252,No_event,1,1.48,1,Saturday,11,,,11
228,2013-01-12,CA_3,FOODS_3_288,No_event,1,1.5,1,Saturday,0,,,0
229,2013-01-12,CA_4,FOODS_3_288,No_event,1,1.5,1,Saturday,0,,,0
230,2013-01-12,CA_3,FOODS_3_329,No_event,1,2.98,1,Saturday,70,,,70
231,2013-01-12,CA_4,FOODS_3_329,No_event,1,2.98,1,Saturday,6,,,6
232,2013-01-12,CA_3,FOODS_3_555,No_event,1,1.58,1,Saturday,35,,,35
233,2013-01-12,CA_4,FOODS_3_555,No_event,1,1.58,1,Saturday,5,,,5
234,2013-01-12,CA_3,FOODS_3_586,No_event,1,1.58,1,Saturday,67,,,67
235,2013-01-12,CA_4,FOODS_3_586,No_event,1,1.58,1,Saturday,26,,,26
236,2013-01-12,CA_3,FOODS_3_587,No_event,1,2.68,1,Saturday,95,,,95
237,2013-01-12,CA_4,FOODS_3_587,No_event,1,2.68,1,Saturday,36,,,36
238,2013-01-12,CA_3,FOODS_3_714,No_event,1,1.48,1,Saturday,18,,,18
239,2013-01-12,CA_4,FOODS_3_714,No_event,1,1.48,1,Saturday,2,,,2
240,2013-01-13,CA_3,FOODS_3_090,No_event,1,1.25,2,Sunday,281,,,281
241,2013-01-13,CA_4,FOODS_3_090,No_event,1,1.25,2,Sunday,43,,,43
242,2013-01-13,CA_3,FOODS_3_120,No_event,1,4.98,2,Sunday,0,,,0
243,2013-01-13,CA_4,FOODS_3_120,No_event,1,4.98,2,Sunday,0,,,0
244,2013-01-13,CA_3,FOODS_3_202,No_event,1,4.28,2,Sunday,30,,,30
245,2013-01-13,CA_4,FOODS_3_202,No_event,1,4.28,2,Sunday,8,,,8
246,2013-01-13,CA_3,FOODS_3_252,No_event,1,1.48,2,Sunday,31,,,31
247,2013-01-13,CA_4,FOODS_3_252,No_event,1,1.48,2,Sunday,2,,,2
248,2013-01-13,CA_3,FOODS_3_288,No_event,1,1.5,2,Sunday,0,,,0
249,2013-01-13,CA_4,FOODS_3_288,No_event,1,1.5,2,Sunday,0,,,0
250,2013-01-13,CA_3,FOODS_3_329,No_event,1,2.98,2,Sunday,72,,,72
251,2013-01-13,CA_4,FOODS_3_329,No_event,1,2.98,2,Sunday,7,,,7
252,2013-01-13,CA_3,FOODS_3_555,No_event,1,1.58,2,Sunday,31,,,31
253,2013-01-13,CA_4,FOODS_3_555,No_event,1,1.58,2,Sunday,6,,,6
254,2013-01-13,CA_3,FOODS_3_586,No_event,1,1.58,2,Sunday,86,,,86
255,2013-01-13,CA_4,FOODS_3_586,No_event,1,1.58,2,Sunday,12,,,12
256,2013-01-13,CA_3,FOODS_3_587,No_event,1,2.68,2,Sunday,95,,,95
257,2013-01-13,CA_4,FOODS_3_587,No_event,1,2.68,2,Sunday,19,,,19
258,2013-01-13,CA_3,FOODS_3_714,No_event,1,1.48,2,Sunday,24,,,24
259,2013-01-13,CA_4,FOODS_3_714,No_event,1,1.48,2,Sunday,6,,,6
260,2013-01-14,CA_3,FOODS_3_090,No_event,1,1.25,3,Monday,206,,,206
261,2013-01-14,CA_4,FOODS_3_090,No_event,1,1.25,3,Monday,21,,,21
262,2013-01-14,CA_3,FOODS_3_120,No_event,1,4.98,3,Monday,0,,,0
263,2013-01-14,CA_4,FOODS_3_120,No_event,1,4.98,3,Monday,0,,,0
264,2013-01-14,CA_3,FOODS_3_202,No_event,1,4.28,3,Monday,24,,,24
265,2013-01-14,CA_4,FOODS_3_202,No_event,1,4.28,3,Monday,7,,,7
266,2013-01-14,CA_3,FOODS_3_252,No_event,1,1.48,3,Monday,23,,,23
267,2013-01-14,CA_4,FOODS_3_252,No_event,1,1.48,3,Monday,11,,,11
268,2013-01-14,CA_3,FOODS_3_288,No_event,1,1.5,3,Monday,0,,,0
269,2013-01-14,CA_4,FOODS_3_288,No_event,1,1.5,3,Monday,0,,,0
270,2013-01-14,CA_3,FOODS_3_329,No_event,1,2.98,3,Monday,58,,,58
271,2013-01-14,CA_4,FOODS_3_329,No_event,1,2.98,3,Monday,10,,,10
272,2013-01-14,CA_3,FOODS_3_555,No_event,1,1.58,3,Monday,22,,,22
273,2013-01-14,CA_4,FOODS_3_555,No_event,1,1.58,3,Monday,1,,,1
274,2013-01-14,CA_3,FOODS_3_586,No_event,1,1.58,3,Monday,41,,,41
275,2013-01-14,CA_4,FOODS_3_586,No_event,1,1.58,3,Monday,17,,,17
276,2013-01-14,CA_3,FOODS_3_587,No_event,1,2.68,3,Monday,66,,,66
277,2013-01-14,CA_4,FOODS_3_587,No_event,1,2.68,3,Monday,14,,,14
278,2013-01-14,CA_3,FOODS_3_714,No_event,1,1.48,3,Monday,7,,,7
279,2013-01-14,CA_4,FOODS_3_714,No_event,1,1.48,3,Monday,1,,,1
280,2013-01-15,CA_3,FOODS_3_090,No_event,1,1.25,4,Tuesday,158,,,158
281,2013-01-15,CA_4,FOODS_3_090,No_event,1,1.25,4,Tuesday,32,,,32
282,2013-01-15,CA_3,FOODS_3_120,No_event,1,4.98,4,Tuesday,0,,,0
283,2013-01-15,CA_4,FOODS_3_120,No_event,1,4.98,4,Tuesday,0,,,0
284,2013-01-15,CA_3,FOODS_3_202,No_event,1,4.28,4,Tuesday,14,,,14
285,2013-01-15,CA_4,FOODS_3_202,No_event,1,4.28,4,Tuesday,11,,,11
286,2013-01-15,CA_3,FOODS_3_252,No_event,1,1.48,4,Tuesday,21,,,21
287,2013-01-15,CA_4,FOODS_3_252,No_event,1,1.48,4,Tuesday,12,,,12
288,2013-01-15,CA_3,FOODS_3_288,No_event,1,1.5,4,Tuesday,0,,,0
289,2013-01-15,CA_4,FOODS_3_288,No_event,1,1.5,4,Tuesday,0,,,0
290,2013-01-15,CA_3,FOODS_3_329,No_event,1,2.98,4,Tuesday,48,,,48
291,2013-01-15,CA_4,FOODS_3_329,No_event,1,2.98,4,Tuesday,6,,,6
292,2013-01-15,CA_3,FOODS_3_555,No_event,1,1.58,4,Tuesday,26,,,26
293,2013-01-15,CA_4,FOODS_3_555,No_event,1,1.58,4,Tuesday,5,,,5
294,2013-01-15,CA_3,FOODS_3_586,No_event,1,1.58,4,Tuesday,44,,,44
295,2013-01-15,CA_4,FOODS_3_586,No_event,1,1.58,4,Tuesday,9,,,9
296,2013-01-15,CA_3,FOODS_3_587,No_event,1,2.68,4,Tuesday,31,,,31
297,2013-01-15,CA_4,FOODS_3_587,No_event,1,2.68,4,Tuesday,21,,,21
